GSM5264827_Glu_1_Mito_mRNA.noDups.Asite_31to33_M	GSM5264827_Glu_1_Mito_mRNA.noDups.Asite_31to33_P	GSM5264828_Glu_2_Mito_mRNA.noDups.Asite_31to33_M	GSM5264828_Glu_2_Mito_mRNA.noDups.Asite_31to33_P	GSM5264829_NT4_1_Mito_mRNA.noDups.Asite_31to34_M	GSM5264829_NT4_1_Mito_mRNA.noDups.Asite_31to34_P	GSM5264830_NonDiff_1_Mito_mRNA.noDups.Asite_31to33_M	GSM5264830_NonDiff_1_Mito_mRNA.noDups.Asite_31to33_P	GSM5264831_NonDiff_2_Mito_mRNA.noDups.Asite_31to33_M	GSM5264831_NonDiff_2_Mito_mRNA.noDups.Asite_31to33_P	GSM5264832_NonDiff5_1_Mito_mRNA.noDups.Asite_31to33_M	GSM5264832_NonDiff5_1_Mito_mRNA.noDups.Asite_31to33_P	GSM5264833_NonDiff5_2_Mito_mRNA.noDups.Asite_31to33_M	GSM5264833_NonDiff5_2_Mito_mRNA.noDups.Asite_31to33_P	GSM5264834_Diff_2d_1_Mito_mRNA.noDups.Asite_31to33_M	GSM5264834_Diff_2d_1_Mito_mRNA.noDups.Asite_31to33_P	GSM5264835_Diff_2d_2_Mito_mRNA.noDups.Asite_31to33_M	GSM5264835_Diff_2d_2_Mito_mRNA.noDups.Asite_31to33_P	GSM5264836_H_1_6_Mito_mRNA.noDups.Asite_33to35_M	GSM5264836_H_1_6_Mito_mRNA.noDups.Asite_33to35_P	GSM5264837_H_2_6_Mito_mRNA.noDups.Asite_33to35_M	GSM5264837_H_2_6_Mito_mRNA.noDups.Asite_33to35_P	GSM5264838_HM_1_6_Mito_mRNA.noDups.Asite_33to35_M	GSM5264838_HM_1_6_Mito_mRNA.noDups.Asite_33to35_P	GSM5264839_HM_2_6_Mito_mRNA.noDups.Asite_33to35_M	GSM5264839_HM_2_6_Mito_mRNA.noDups.Asite_33to35_P	GSM5264840_Hela_IP_8U_1_Mito_mRNA.Asite_33to35_M	GSM5264840_Hela_IP_8U_1_Mito_mRNA.Asite_33to35_P	GSM5264841_Hela_IP_8U_2_Mito_mRNA.Asite_33to35_M	GSM5264841_Hela_IP_8U_2_Mito_mRNA.Asite_33to35_P	GSM5264842_WT1_2_Mito_mRNA.noDups.Asite_32to34_M	GSM5264842_WT1_2_Mito_mRNA.noDups.Asite_32to34_P	GSM5264843_WT2_1_Mito_mRNA.noDups.Asite_32to34_M	GSM5264843_WT2_1_Mito_mRNA.noDups.Asite_32to34_P	GSM5264844_WT2_2_Mito_mRNA.noDups.Asite_32to34_M	GSM5264844_WT2_2_Mito_mRNA.noDups.Asite_32to34_P
0	42	0	99	0	20	0	6	0	0	0	16	0	38	0	4	0	1	0	116	0	149	0	378	0	0	0	287	0	228	0	90	0	74	0	72
0	5	0	5	0	11	0	0	0	0	0	9	0	13	0	3	0	0	0	67	0	125	0	253	0	1	0	68	0	15	0	85	0	73	0	59
0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	19	0	21	0	58	0	2	0	77	0	41	0	46	0	54	0	47
0	10	0	22	0	0	0	1	0	0	0	2	0	2	0	0	0	0	0	16	0	8	0	39	0	0	0	41	0	0	0	32	0	23	0	19
0	2	0	11	0	4	0	0	0	1	0	3	0	6	0	1	0	0	0	21	0	23	0	70	0	3	0	29	0	31	0	63	0	27	0	22
0	0	0	2	0	6	0	1	0	0	0	2	0	4	0	0	0	0	0	27	0	14	0	54	0	0	0	0	0	0	0	35	0	12	0	12
0	17	0	45	0	1	0	2	0	2	0	6	0	11	0	3	0	0	0	18	0	32	0	75	0	2	0	10	0	2	0	55	0	50	0	36
0	2	0	3	0	6	0	1	0	0	0	6	0	9	0	1	0	0	0	54	0	32	0	85	0	0	0	62	0	63	0	52	0	40	0	28
0	8	0	21	0	6	0	2	0	0	0	5	0	2	0	0	0	0	0	56	0	67	0	152	0	0	0	49	0	67	0	70	0	61	0	54
0	22	0	70	0	6	0	5	0	1	0	9	0	22	0	2	0	0	0	20	0	57	0	88	0	2	0	42	0	33	0	99	0	57	0	57
0	9	0	14	0	9	0	3	0	0	0	1	0	16	0	0	0	0	0	22	0	24	1	37	0	0	0	6	0	56	0	25	0	24	0	17
0	5	0	7	0	3	0	0	0	0	0	8	0	20	0	0	0	1	0	3	0	15	0	13	0	0	0	14	0	0	0	14	0	6	0	13
0	15	0	31	0	4	0	1	0	1	0	15	0	13	0	2	0	0	0	20	0	35	0	39	0	1	0	0	0	0	0	14	0	7	0	4
0	2	0	4	0	8	0	0	0	0	0	4	0	8	0	1	0	0	0	15	0	26	0	43	0	0	0	4	0	1	0	13	0	9	0	3
0	9	0	18	0	7	0	0	0	1	0	3	0	9	0	0	0	0	0	63	0	37	0	83	0	0	0	62	0	68	0	29	0	13	0	16
0	4	0	30	0	9	0	1	0	2	0	6	0	4	0	0	0	0	0	30	0	8	0	37	0	3	0	0	0	0	0	14	0	6	0	11
0	2	0	14	0	2	0	0	0	0	0	4	0	4	0	0	0	0	0	13	0	15	0	28	0	1	0	0	0	0	0	19	0	4	0	11
0	1	0	9	0	9	0	2	0	0	0	8	0	7	0	1	0	1	1	41	1	24	0	51	0	0	0	0	0	72	0	30	0	52	0	51
0	24	0	54	0	18	0	4	0	4	0	17	0	26	0	0	0	0	0	63	0	54	0	91	0	5	0	43	0	63	0	83	0	100	0	79
0	1	0	2	0	1	0	0	0	2	0	0	0	2	0	0	0	0	0	36	0	49	0	106	0	12	0	35	0	0	0	18	0	30	0	35
0	1	0	1	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	33	0	45	0	75	0	3	0	12	0	70	0	15	0	19	0	12
0	8	0	18	0	8	0	0	0	0	0	5	0	7	0	1	0	0	0	97	0	174	0	274	0	38	0	66	0	169	0	43	0	15	0	15
0	1	0	8	0	4	0	0	0	0	0	2	0	3	0	0	0	0	0	34	0	79	0	100	0	22	0	32	0	71	0	31	0	24	0	27
0	1	0	5	0	5	0	1	0	0	0	1	0	3	0	0	0	0	0	22	0	66	0	103	0	9	0	59	0	218	0	89	0	81	0	76
0	4	0	7	0	16	0	1	0	0	0	3	0	19	0	0	0	0	0	46	0	120	0	141	0	6	0	156	0	106	0	146	0	133	0	134
0	0	0	0	0	1	0	1	0	0	0	1	0	2	0	0	0	0	0	12	0	34	0	32	0	2	0	11	0	1	0	11	1	17	0	26
0	3	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	3	0	32	0	0	0	22	0	0	0	16	0	17	0	28
0	11	0	36	0	4	0	2	0	1	0	1	0	7	0	9	0	1	0	14	0	20	0	64	0	1	0	2	0	36	0	27	0	15	0	20
0	1	0	2	0	4	0	0	0	0	0	3	0	5	0	2	0	0	0	16	0	6	0	40	0	2	0	0	0	0	0	15	0	15	0	13
0	4	0	9	0	3	0	5	0	0	0	8	0	4	0	2	0	0	0	38	0	21	0	52	0	7	0	25	0	33	0	40	0	53	0	46
0	3	0	6	0	7	0	1	0	1	0	6	0	4	0	1	0	0	0	146	0	161	0	310	0	41	0	190	0	115	0	146	0	272	0	258
0	2	0	4	0	6	0	0	0	1	0	6	0	5	0	1	0	0	0	53	0	72	0	49	0	24	0	52	0	90	0	15	0	51	0	50
0	3	0	12	0	9	0	0	0	1	0	1	0	3	0	0	0	0	0	58	0	168	0	107	0	27	0	150	0	82	0	9	0	22	1	17
0	5	0	13	0	7	0	0	0	0	0	2	0	2	0	1	0	0	1	17	0	53	0	31	0	21	0	37	0	25	0	5	0	3	2	9
0	0	0	2	0	1	0	0	0	0	0	1	0	3	0	0	0	0	1	3	0	20	0	18	0	14	0	24	0	8	0	4	1	7	0	12
0	4	0	13	0	2	0	0	0	2	0	3	0	6	0	3	0	0	0	59	0	107	0	92	0	40	0	38	0	48	0	23	0	18	1	24
0	6	0	18	0	6	0	1	0	2	0	4	0	4	0	1	0	1	0	48	0	81	0	73	0	12	0	80	0	0	0	22	0	23	1	12
0	1	0	5	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	56	0	78	0	135	0	11	0	99	0	125	0	21	0	17	0	18
0	7	0	23	0	4	0	3	0	0	0	4	0	7	0	2	0	1	0	167	0	163	0	240	0	29	0	246	0	327	0	26	0	22	0	30
0	19	0	54	0	15	0	4	0	3	0	8	0	12	0	1	0	0	0	137	0	249	0	245	0	58	0	172	0	386	0	73	0	58	0	61
0	4	0	17	0	14	0	3	0	1	0	8	0	10	0	0	0	0	0	49	0	126	0	108	0	27	0	112	0	104	0	25	0	30	1	35
0	3	0	14	0	6	0	2	0	1	0	4	0	6	0	0	0	0	0	76	0	210	0	131	0	32	0	146	0	177	0	30	0	22	0	34
0	27	0	65	0	13	0	10	0	3	0	13	0	19	0	9	0	0	0	47	0	91	0	73	0	43	0	195	0	80	0	18	1	27	0	23
0	10	0	12	0	28	0	2	0	2	0	18	0	31	0	3	0	0	0	112	0	111	0	160	0	35	0	85	0	67	0	52	0	54	0	79
0	13	0	38	0	12	0	1	0	5	0	17	0	23	0	2	0	2	0	427	0	369	0	515	0	140	0	296	0	265	0	87	0	58	0	76
0	19	0	49	0	17	0	12	0	2	0	13	0	20	0	6	0	0	0	287	0	272	0	421	0	98	0	234	0	132	0	54	0	48	0	49
0	3	0	8	0	4	0	0	0	0	0	12	0	18	0	0	0	0	0	58	0	66	0	89	0	17	0	24	0	0	0	15	0	16	0	14
0	5	0	15	0	2	0	1	0	0	0	3	0	12	0	0	0	0	0	55	0	68	0	104	0	23	0	70	0	78	0	28	0	29	0	40
0	18	0	31	0	5	0	0	0	1	0	6	0	16	0	0	0	0	0	127	0	177	0	255	0	58	0	146	0	42	0	69	0	67	0	67
0	0	0	2	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	45	0	57	1	83	0	8	0	146	0	76	0	37	0	63	0	75
0	2	0	8	0	2	0	1	0	1	0	4	0	10	0	0	0	0	0	28	0	23	0	36	0	7	0	99	0	54	0	69	0	92	0	105
0	10	0	36	0	7	0	1	0	1	0	10	0	21	0	1	0	0	0	186	0	106	1	300	0	61	0	397	0	504	0	159	0	176	0	186
0	4	0	4	0	10	0	0	0	1	0	5	0	8	0	0	0	0	0	73	0	68	0	143	0	21	0	171	0	2	0	89	0	113	0	140
0	7	0	20	0	7	0	1	0	0	0	0	0	7	0	0	0	0	0	64	0	47	0	94	0	20	0	275	0	142	0	88	0	177	0	197
0	34	0	143	0	17	0	9	0	4	1	12	0	27	0	2	0	0	0	69	0	35	0	97	0	17	0	79	0	155	2	87	0	137	0	124
0	6	0	7	0	5	0	1	0	0	0	2	0	1	0	0	0	0	0	28	0	19	0	39	0	2	0	28	0	0	1	14	1	45	0	65
0	2	0	10	0	13	0	1	0	0	0	12	0	16	0	0	0	0	0	42	0	17	0	42	0	11	0	52	0	0	0	75	0	166	0	172
0	18	0	40	0	25	0	7	0	2	0	22	0	29	0	2	0	0	0	190	0	116	0	229	0	37	0	208	0	162	0	119	0	263	0	289
0	6	0	11	0	9	0	2	0	0	0	6	0	7	0	3	0	1	0	31	0	21	0	57	0	8	0	26	0	63	0	30	0	60	0	70
0	1	0	7	0	6	0	0	0	0	0	1	0	8	0	0	0	0	0	74	0	53	0	101	0	22	0	126	0	171	0	35	0	66	0	70
0	19	0	42	0	5	0	1	0	2	0	3	0	16	0	6	0	0	0	38	0	27	0	50	0	11	0	30	0	3	0	18	0	13	1	19
0	1	0	3	0	6	0	1	0	0	0	4	0	8	0	0	0	0	0	62	0	53	0	146	0	9	0	161	0	181	0	25	0	27	0	20
0	5	0	13	0	3	0	2	0	0	0	5	0	10	0	1	0	0	0	24	0	22	0	58	0	10	0	55	0	34	0	13	0	23	1	18
0	10	0	20	0	12	0	3	0	2	0	10	0	22	0	3	0	0	0	184	1	172	1	324	0	67	0	216	0	120	1	51	1	43	0	76
0	2	0	5	0	14	0	0	0	0	0	3	0	11	0	0	0	0	0	206	0	128	0	228	0	80	0	190	0	183	1	91	0	120	0	113
0	9	0	31	0	14	0	5	0	1	0	13	0	16	0	3	0	0	0	70	0	64	0	128	0	34	0	48	0	102	0	112	0	125	0	130
0	41	0	65	0	27	0	10	0	8	0	24	0	46	0	9	0	0	0	99	0	52	0	117	0	27	0	69	0	75	0	97	0	94	0	104
0	10	0	22	0	13	0	7	0	1	0	18	0	38	0	4	0	0	0	12	0	12	0	25	0	4	0	50	0	20	0	13	0	23	0	20
0	1	0	15	0	4	0	1	0	4	0	8	0	9	0	2	0	1	0	68	0	47	0	96	0	30	0	26	0	43	0	95	0	95	0	105
0	25	0	88	0	21	0	9	0	6	0	34	0	41	0	1	0	0	0	189	0	74	0	229	0	62	0	95	0	72	0	332	0	310	0	329
0	22	0	63	0	21	0	8	0	5	0	27	0	38	0	7	0	2	0	246	0	137	0	248	0	51	0	178	0	96	0	262	0	184	0	223
0	10	0	34	0	10	0	2	0	1	0	3	0	14	0	0	0	0	0	212	0	177	0	351	0	51	0	138	0	121	0	324	0	206	0	230
0	50	0	211	0	8	0	4	0	5	0	35	0	33	0	5	0	0	0	120	0	92	0	164	0	22	0	69	0	148	0	311	0	261	0	285
0	4	0	20	0	16	0	1	0	0	0	23	0	24	0	0	0	0	0	155	0	115	0	186	0	29	0	287	0	101	0	182	0	256	0	281
0	1	0	4	0	7	0	0	0	1	0	7	0	9	0	1	0	0	0	30	0	37	0	55	0	3	0	13	0	0	0	25	0	63	0	70
0	7	0	41	0	11	0	4	0	3	0	7	0	21	0	2	0	0	0	68	0	136	0	168	0	11	0	60	0	20	0	29	0	41	0	57
0	1	0	12	0	8	0	1	0	1	0	5	0	13	0	2	0	0	0	68	0	88	0	116	0	16	0	101	0	15	0	56	0	72	0	67
0	7	0	14	0	18	0	1	0	0	0	8	0	20	0	1	0	2	0	347	0	345	0	588	0	43	0	211	0	291	0	215	0	163	0	184
0	8	0	10	0	7	0	10	0	3	0	19	0	27	0	1	0	0	0	33	0	42	0	64	0	3	0	81	0	0	0	75	0	44	0	34
0	0	0	5	0	5	0	0	0	0	0	3	0	6	0	0	0	0	0	40	0	64	0	86	0	6	0	24	0	56	0	32	0	42	0	39
0	3	0	3	0	2	0	0	0	0	0	4	0	11	0	0	0	0	0	47	0	101	0	110	0	10	0	119	0	131	0	88	0	95	0	89
0	1	0	15	0	4	0	1	0	1	0	2	0	5	0	1	0	0	0	78	0	144	0	150	0	18	0	113	0	249	0	87	0	162	0	159
0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	37	1	40	0	3	0	9	0	25	0	17	0	32	0	38
0	6	0	13	0	1	0	0	0	0	0	4	0	7	0	1	0	0	0	9	0	17	0	19	0	3	0	37	0	0	0	46	0	78	0	82
0	8	0	20	0	3	0	1	0	0	0	3	0	12	0	1	0	0	0	30	0	44	0	51	0	3	0	37	0	42	0	46	0	47	0	55
0	1	0	6	0	1	0	2	0	0	0	0	0	2	0	1	0	0	0	5	0	20	0	31	0	3	0	109	0	15	0	7	0	4	0	3
0	2	0	6	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	3	0	9	0	6	0	3	0	53	0	20	0	9	0	1	0	3
0	29	0	58	0	8	0	8	0	2	0	8	0	9	0	10	0	1	0	31	0	35	0	36	0	9	0	22	0	130	0	12	0	11	0	5
0	26	0	56	0	9	0	5	0	0	0	15	0	10	0	9	0	1	0	60	0	77	0	89	1	25	0	208	0	362	0	28	0	18	0	31
0	16	0	36	0	21	0	2	0	2	0	16	0	23	0	3	0	0	0	106	1	123	0	180	0	26	0	206	0	148	0	33	0	73	0	72
0	82	0	177	0	20	0	15	0	3	0	46	0	92	0	12	0	1	0	36	0	49	0	87	0	11	0	61	0	83	0	42	0	47	0	50
0	13	0	44	0	14	0	3	0	1	0	28	0	36	0	2	0	0	0	19	1	38	0	38	0	3	0	56	0	68	0	15	0	18	0	26
0	3	0	7	0	11	0	1	0	1	0	14	0	28	0	0	0	1	0	22	0	35	0	40	0	8	0	100	0	207	0	17	0	25	0	27
0	43	0	61	0	8	0	4	0	1	0	19	0	38	0	4	0	0	0	109	0	116	0	270	0	35	0	332	0	447	0	20	0	19	0	27
0	1	0	7	0	3	0	0	0	1	0	11	0	15	0	0	0	0	0	144	0	221	0	415	0	50	0	558	0	324	0	18	0	14	0	19
0	2	0	9	0	2	0	0	0	0	0	3	0	6	0	1	0	0	0	23	0	31	0	93	0	2	0	24	0	70	0	3	0	9	0	9
0	8	0	17	0	6	0	2	0	1	0	1	0	10	0	1	0	0	0	40	0	91	0	144	0	9	0	51	0	74	0	17	0	21	0	11
0	0	0	1	0	1	0	0	0	0	0	1	0	3	0	0	0	0	0	28	0	38	0	84	0	12	0	95	0	32	0	7	0	3	0	16
0	5	0	6	0	0	0	0	0	1	0	2	0	1	0	1	0	0	0	15	0	11	0	27	0	4	0	28	0	0	0	12	0	10	1	9
0	12	0	22	0	11	0	11	0	5	0	8	0	13	0	3	0	0	0	113	0	99	0	211	0	23	0	203	0	169	0	36	0	32	0	29
0	0	0	5	0	0	0	1	0	0	0	1	0	3	0	0	0	0	0	13	0	16	0	20	0	1	0	26	0	3	0	9	0	17	0	4
0	0	0	3	0	5	0	0	0	0	0	4	0	10	0	0	0	1	0	1	0	1	0	6	0	0	0	0	0	16	0	11	0	12	0	17
0	28	0	48	0	14	0	12	0	9	0	18	0	46	0	9	0	1	0	75	0	48	0	178	0	6	0	453	0	302	0	79	0	45	0	35
0	6	0	11	0	43	0	0	0	3	0	10	0	38	0	3	0	0	0	248	0	229	0	395	0	54	0	584	17	572	0	163	0	71	0	61
0	28	0	65	0	18	0	2	0	5	0	10	0	10	0	3	0	0	0	185	0	265	0	243	0	64	0	286	0	406	0	112	0	104	0	124
0	12	0	32	0	12	0	2	0	2	0	6	0	22	0	0	0	1	0	72	0	92	0	98	0	24	0	165	0	137	0	67	0	116	0	116
0	1	0	4	0	7	0	0	0	0	0	3	0	3	0	1	0	0	1	46	0	61	0	58	0	11	0	15	0	64	0	27	0	60	0	65
0	2	0	7	0	5	0	2	0	1	0	4	0	5	0	4	0	0	0	76	0	92	0	98	0	18	0	40	0	111	0	16	0	28	1	44
0	7	0	10	0	4	0	2	0	3	0	2	0	4	0	0	0	0	0	71	0	128	0	110	0	32	0	52	0	115	0	25	0	30	0	42
0	1	0	0	0	2	0	2	0	0	0	3	0	10	0	0	0	0	0	15	0	22	0	19	0	9	0	36	0	19	0	14	1	36	0	57
0	4	0	18	0	0	0	0	0	3	0	2	0	3	0	1	0	0	0	71	1	105	0	112	0	35	0	288	0	348	0	26	1	27	1	23
0	2	0	12	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	10	0	17	0	20	0	5	0	27	0	126	0	7	0	1	0	3
0	1	0	4	0	1	0	0	0	0	0	5	0	4	0	0	0	0	0	12	0	22	0	20	0	2	0	42	0	60	0	8	0	18	0	19
0	0	0	1	0	2	0	0	0	1	0	1	0	4	0	1	0	0	0	8	0	20	0	24	0	4	0	1	0	10	0	16	0	31	0	39
0	20	0	62	0	23	0	5	0	2	0	6	0	23	0	5	0	0	0	77	0	155	0	178	0	22	0	95	0	244	0	97	0	90	0	108
0	4	0	17	0	8	0	2	0	0	0	7	0	4	0	1	0	0	0	48	0	84	0	107	0	15	0	231	0	206	0	64	0	90	0	105
0	2	0	11	0	24	0	1	0	1	0	6	0	13	0	1	0	0	0	38	0	55	0	72	0	14	0	133	0	232	0	103	0	95	0	112
0	6	0	35	0	3	0	3	0	1	0	7	0	8	0	1	0	0	0	73	1	100	0	137	0	29	0	193	0	284	0	44	0	52	0	63
0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0	12	0	15	0	0	0	28	0	1	0	0	0	4	0	0
0	2	0	12	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	6	0	3	0	14	1	2	0	0	0	0	0	1	1	3	0	2
0	9	0	21	0	2	0	0	0	0	0	2	0	1	0	2	0	0	0	31	0	46	0	71	0	6	0	55	0	67	0	21	0	10	0	21
0	3	0	15	0	0	0	1	0	0	0	2	0	7	0	0	0	0	0	30	0	18	0	49	0	1	0	22	0	15	0	13	1	17	0	13
0	1	0	3	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	27	0	21	0	51	0	0	0	16	0	39	0	21	0	5	0	19
0	24	0	53	0	8	0	8	0	4	0	13	0	8	0	1	0	0	0	22	0	22	0	33	0	3	0	32	0	0	0	24	0	19	0	21
0	5	0	5	0	6	0	0	0	0	0	9	0	8	0	0	0	0	0	32	0	24	0	63	0	5	0	40	0	30	0	16	1	16	1	14
0	3	0	11	0	1	0	0	0	0	0	1	0	5	0	0	0	0	0	4	0	13	0	16	0	1	0	23	0	43	0	1	0	11	0	5
0	26	0	51	0	7	0	7	0	2	0	5	0	19	0	3	0	0	0	33	0	30	0	80	0	6	0	104	0	55	0	8	0	10	0	10
0	2	0	4	0	7	0	0	0	0	0	6	0	7	0	0	0	0	0	16	0	15	0	27	0	2	0	55	0	110	0	8	0	6	0	6
0	3	0	16	0	3	0	1	0	0	0	8	0	5	0	0	0	0	0	27	0	44	0	107	0	5	0	62	0	1	0	14	0	7	0	10
0	22	0	45	0	8	0	8	0	0	0	18	0	25	0	3	0	0	0	107	0	60	1	218	0	12	0	201	0	179	0	67	0	53	0	32
0	8	0	30	0	11	0	0	0	1	0	30	0	50	0	2	0	0	0	70	0	75	0	176	0	5	0	99	0	73	0	100	0	71	0	85
0	12	0	36	0	3	0	1	0	0	0	5	0	8	0	1	0	1	0	78	0	84	0	149	0	10	0	128	0	124	0	61	0	60	0	54
0	7	0	26	0	4	0	0	0	0	0	7	0	5	0	0	0	0	0	48	0	69	0	148	0	18	0	133	0	73	0	107	0	57	0	54
0	5	0	7	0	8	0	2	0	0	0	7	0	13	0	1	0	0	0	19	0	24	0	43	0	5	0	19	0	53	0	47	0	44	0	51
0	2	0	3	0	5	0	3	0	0	0	9	0	7	0	0	0	0	0	28	0	29	0	60	0	8	0	55	0	30	0	82	0	117	0	162
0	9	0	34	0	11	0	4	0	0	0	2	0	12	0	2	0	0	0	111	0	74	0	151	0	20	0	162	0	48	0	94	0	205	0	189
0	2	0	7	0	5	0	0	0	0	0	0	0	6	0	0	0	0	0	40	0	31	0	91	0	4	0	46	0	68	0	31	0	57	0	65
0	1	0	4	0	9	0	1	0	1	0	1	0	0	0	0	0	0	0	40	0	21	0	58	0	3	0	31	0	36	0	31	0	54	0	67
0	52	0	140	0	14	0	13	0	9	0	22	0	36	0	11	0	0	0	25	0	22	0	71	0	5	0	7	0	51	0	61	0	73	0	103
0	5	0	15	0	3	0	4	0	0	0	2	0	5	0	0	0	1	0	16	0	15	0	24	0	1	0	29	0	62	0	8	0	27	0	33
0	5	0	8	0	6	0	0	0	2	0	2	0	9	0	2	0	0	0	30	0	16	0	43	0	0	0	9	0	114	0	9	0	18	0	23
0	17	0	61	0	13	0	4	0	0	0	2	0	22	0	1	0	0	0	91	0	64	0	165	0	6	0	120	0	195	0	40	0	54	0	75
0	11	0	25	0	11	0	3	0	2	0	9	0	27	0	1	0	0	0	107	0	79	0	161	0	27	0	187	0	261	0	48	1	66	0	88
0	1	0	5	0	9	0	1	0	0	0	3	0	6	0	0	0	0	0	152	0	117	0	216	0	54	0	247	0	242	0	77	0	130	0	182
0	8	0	27	0	8	0	0	0	0	0	5	0	8	0	1	0	0	0	29	0	35	0	42	0	19	0	27	0	103	0	32	0	64	1	70
0	4	0	5	0	5	0	0	0	0	0	3	0	6	0	0	0	0	0	27	0	42	0	74	0	22	0	111	0	60	0	15	2	38	0	38
0	9	0	19	0	7	0	0	0	0	0	7	0	9	0	0	0	0	0	23	0	12	0	41	0	3	0	3	0	7	0	17	1	37	0	27
0	15	0	53	0	42	0	4	0	3	0	19	0	27	0	5	0	0	0	90	0	34	0	101	0	11	0	91	0	37	0	30	0	55	0	65
0	0	0	6	0	5	0	0	0	0	0	2	0	1	0	0	0	1	0	22	1	18	0	42	0	9	0	19	17	29	0	8	0	15	1	12
0	11	0	25	0	5	0	1	0	2	0	2	0	9	0	0	0	0	0	13	0	3	0	24	0	3	0	13	0	0	0	22	0	14	3	29
0	49	0	144	0	33	0	9	0	4	0	12	0	24	0	7	0	0	0	347	0	110	0	395	0	33	0	231	0	204	0	144	0	145	2	148
0	19	0	36	0	18	0	5	0	0	0	9	0	12	0	5	0	0	0	64	0	31	0	86	0	8	0	44	0	36	0	54	0	51	0	61
0	78	0	174	0	25	0	9	0	6	0	9	0	36	0	8	0	0	0	57	0	57	0	125	0	11	0	92	0	122	0	93	0	82	1	102
0	74	0	154	0	41	0	11	0	4	0	33	0	49	0	11	0	0	0	303	0	142	0	362	0	29	0	260	0	163	1	399	3	274	2	263
0	25	0	28	0	15	0	8	0	2	0	14	0	40	0	2	0	0	0	8	0	6	0	25	0	0	0	18	0	0	0	55	0	60	0	53
0	2	0	1	0	16	0	0	0	0	0	5	0	3	0	2	0	0	0	100	0	64	0	158	0	3	0	48	0	28	0	59	0	78	0	79
0	11	0	23	0	5	0	1	0	1	0	11	0	13	0	3	0	4	0	42	0	62	0	172	0	3	0	62	0	91	0	65	0	51	0	58
0	1	0	4	0	6	0	3	0	2	0	5	0	9	0	0	0	0	0	56	0	82	0	198	0	0	0	33	0	37	0	56	0	39	0	55
0	4	0	7	0	4	0	2	0	0	0	1	0	5	0	0	0	1	0	10	0	8	1	28	0	0	0	0	0	0	0	20	0	21	0	22
0	1	0	14	0	1	0	0	0	0	0	4	0	7	0	1	0	0	0	25	0	43	0	83	0	0	0	44	0	0	0	43	0	19	0	21
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	29	0	17	0	48	0	0	0	36	0	21	0	26	0	15	0	11
0	0	0	7	0	4	0	1	0	1	0	1	0	1	0	0	0	0	0	23	0	22	0	64	0	0	0	0	0	36	0	38	0	23	0	25
0	13	0	43	0	19	0	2	0	3	0	8	0	15	0	6	0	0	0	57	0	50	0	165	0	2	0	81	0	38	0	67	0	48	0	61
0	5	0	17	0	12	0	2	0	3	0	8	0	10	0	2	0	1	0	29	0	23	0	67	0	1	0	25	0	37	0	36	0	52	0	47
0	6	0	6	0	7	0	0	0	1	0	2	0	3	0	0	0	0	0	39	0	34	0	87	0	1	0	66	0	18	1	46	0	59	1	53
0	9	0	48	0	6	0	3	0	2	0	7	0	13	0	0	0	0	0	20	0	45	0	79	0	0	0	12	0	12	0	90	0	67	0	73
0	0	0	0	0	4	0	0	0	0	0	1	0	1	0	0	0	0	0	28	0	48	0	101	0	2	0	76	0	28	0	54	0	65	0	70
0	1	0	13	0	5	0	1	0	0	0	3	0	3	0	0	0	0	0	9	0	9	0	36	0	0	0	0	0	25	0	44	0	39	0	39
0	14	0	41	0	21	0	3	0	6	0	11	0	7	0	2	0	0	0	79	0	66	0	199	0	1	0	76	0	62	0	152	0	163	0	157
0	8	0	27	0	8	0	1	0	2	0	3	0	10	0	3	0	0	0	47	0	27	0	102	0	0	0	22	0	0	0	93	0	85	0	96
0	35	0	123	0	44	0	4	0	2	0	5	0	7	0	4	0	0	0	216	0	58	0	392	0	1	0	7	0	119	0	464	0	224	1	242
0	82	0	254	0	29	0	16	0	7	0	15	0	12	0	16	0	1	0	91	0	33	1	206	0	1	0	64	0	37	0	332	0	181	0	164
0	2	0	3	0	10	0	0	0	0	0	2	0	10	0	0	0	0	0	95	0	43	0	191	0	0	0	156	0	161	0	222	0	202	0	219
0	10	0	4	0	9	0	0	0	0	0	2	0	0	0	0	0	0	0	77	0	33	0	136	0	1	0	28	0	66	0	104	0	131	0	152
0	22	0	55	0	21	0	3	0	6	0	10	0	7	0	6	0	0	0	66	0	61	0	222	0	2	0	39	0	27	0	114	0	121	0	114
